slug,github_id,github_username,name,github_url,timestamp,checks_passed,checks_run,style50_score
cs50/problems/2020/x/scratch,65755062,Yaad10,,https://github.com/me50/Yaad10/tree/f7d850123fbed90d6ae6ca8740686b785e046c49,"Wed, 17 Jun 2020 12:10:11PM +06",8,8,
